418,Track2Data/image_train/000001.jpg,152
358,Track2Data/image_train/000003.jpg,92
353,Track2Data/image_train/000004.jpg,206
351,Track2Data/image_train/000008.jpg,1633
412,Track2Data/image_train/000009.jpg,70
7,Track2Data/image_train/000016.jpg,382
447,Track2Data/image_train/000022.jpg,376
365,Track2Data/image_train/000023.jpg,1324
405,Track2Data/image_train/000026.jpg,1486
288,Track2Data/image_train/000029.jpg,1
249,Track2Data/image_train/000031.jpg,1714
412,Track2Data/image_train/000034.jpg,2
402,Track2Data/image_train/000035.jpg,853
352,Track2Data/image_train/000036.jpg,1426
372,Track2Data/image_train/000046.jpg,457
333,Track2Data/image_train/000050.jpg,3
359,Track2Data/image_train/000051.jpg,1084
403,Track2Data/image_train/000052.jpg,797
425,Track2Data/image_train/000054.jpg,1865
355,Track2Data/image_train/000055.jpg,1032
459,Track2Data/image_train/000056.jpg,4
412,Track2Data/image_train/000058.jpg,70
398,Track2Data/image_train/000059.jpg,1261
403,Track2Data/image_train/000060.jpg,443
336,Track2Data/image_train/000070.jpg,431
344,Track2Data/image_train/000072.jpg,791
340,Track2Data/image_train/000073.jpg,1571
343,Track2Data/image_train/000079.jpg,1059
395,Track2Data/image_train/000080.jpg,620
425,Track2Data/image_train/000081.jpg,1865
435,Track2Data/image_train/000085.jpg,7
403,Track2Data/image_train/000086.jpg,910
244,Track2Data/image_train/000090.jpg,439
262,Track2Data/image_train/000092.jpg,244
346,Track2Data/image_train/000094.jpg,1242
446,Track2Data/image_train/000096.jpg,1051
367,Track2Data/image_train/000099.jpg,1440
472,Track2Data/image_train/000100.jpg,767
437,Track2Data/image_train/000101.jpg,176
391,Track2Data/image_train/000103.jpg,333
426,Track2Data/image_train/000106.jpg,124
354,Track2Data/image_train/000107.jpg,1816
392,Track2Data/image_train/000109.jpg,381
345,Track2Data/image_train/000111.jpg,1665
254,Track2Data/image_train/000116.jpg,709
376,Track2Data/image_train/000122.jpg,778
459,Track2Data/image_train/000123.jpg,473
250,Track2Data/image_train/000129.jpg,1677
81,Track2Data/image_train/000130.jpg,1251
7,Track2Data/image_train/000134.jpg,382
29,Track2Data/image_train/000135.jpg,191
351,Track2Data/image_train/000137.jpg,1516
25,Track2Data/image_train/000140.jpg,737
392,Track2Data/image_train/000143.jpg,381
279,Track2Data/image_train/000145.jpg,8
252,Track2Data/image_train/000152.jpg,1205
364,Track2Data/image_train/000153.jpg,704
389,Track2Data/image_train/000155.jpg,1766
471,Track2Data/image_train/000157.jpg,214
369,Track2Data/image_train/000159.jpg,9
261,Track2Data/image_train/000160.jpg,1172
391,Track2Data/image_train/000161.jpg,1791
324,Track2Data/image_train/000163.jpg,1014
337,Track2Data/image_train/000169.jpg,718
263,Track2Data/image_train/000175.jpg,303
391,Track2Data/image_train/000179.jpg,708
379,Track2Data/image_train/000183.jpg,287
374,Track2Data/image_train/000185.jpg,1173
389,Track2Data/image_train/000191.jpg,1766
90,Track2Data/image_train/000200.jpg,1202
343,Track2Data/image_train/000203.jpg,61
333,Track2Data/image_train/000204.jpg,1162
281,Track2Data/image_train/000207.jpg,640
8,Track2Data/image_train/000208.jpg,1012
370,Track2Data/image_train/000216.jpg,490
391,Track2Data/image_train/000220.jpg,1877
19,Track2Data/image_train/000221.jpg,52
389,Track2Data/image_train/000223.jpg,540
339,Track2Data/image_train/000226.jpg,1631
468,Track2Data/image_train/000227.jpg,1670
412,Track2Data/image_train/000232.jpg,70
354,Track2Data/image_train/000236.jpg,1816
351,Track2Data/image_train/000237.jpg,1894
417,Track2Data/image_train/000243.jpg,1080
351,Track2Data/image_train/000248.jpg,1880
309,Track2Data/image_train/000253.jpg,493
356,Track2Data/image_train/000254.jpg,1038
32,Track2Data/image_train/000255.jpg,643
387,Track2Data/image_train/000256.jpg,472
347,Track2Data/image_train/000259.jpg,585
423,Track2Data/image_train/000262.jpg,76
380,Track2Data/image_train/000263.jpg,834
328,Track2Data/image_train/000265.jpg,1220
363,Track2Data/image_train/000271.jpg,222
474,Track2Data/image_train/000276.jpg,1040
380,Track2Data/image_train/000278.jpg,1621
431,Track2Data/image_train/000280.jpg,1187
362,Track2Data/image_train/000285.jpg,756
403,Track2Data/image_train/000286.jpg,1733
444,Track2Data/image_train/000288.jpg,1636
476,Track2Data/image_train/000289.jpg,1123
450,Track2Data/image_train/000290.jpg,235
36,Track2Data/image_train/000292.jpg,295
457,Track2Data/image_train/000302.jpg,1338
330,Track2Data/image_train/000303.jpg,335
47,Track2Data/image_train/000307.jpg,19
381,Track2Data/image_train/000310.jpg,788
18,Track2Data/image_train/000314.jpg,304
386,Track2Data/image_train/000316.jpg,572
381,Track2Data/image_train/000320.jpg,1414
403,Track2Data/image_train/000321.jpg,748
357,Track2Data/image_train/000322.jpg,87
75,Track2Data/image_train/000328.jpg,344
47,Track2Data/image_train/000330.jpg,19
336,Track2Data/image_train/000336.jpg,539
34,Track2Data/image_train/000338.jpg,1443
371,Track2Data/image_train/000340.jpg,891
424,Track2Data/image_train/000342.jpg,246
381,Track2Data/image_train/000343.jpg,788
412,Track2Data/image_train/000345.jpg,859
246,Track2Data/image_train/000353.jpg,171
406,Track2Data/image_train/000354.jpg,1350
340,Track2Data/image_train/000355.jpg,1092
391,Track2Data/image_train/000358.jpg,467
405,Track2Data/image_train/000359.jpg,284
60,Track2Data/image_train/000360.jpg,1189
264,Track2Data/image_train/000361.jpg,1752
372,Track2Data/image_train/000366.jpg,457
273,Track2Data/image_train/000369.jpg,1306
356,Track2Data/image_train/000376.jpg,1038
356,Track2Data/image_train/000377.jpg,1038
29,Track2Data/image_train/000381.jpg,191
339,Track2Data/image_train/000385.jpg,1631
433,Track2Data/image_train/000388.jpg,1778
403,Track2Data/image_train/000389.jpg,443
384,Track2Data/image_train/000392.jpg,1896
391,Track2Data/image_train/000393.jpg,333
375,Track2Data/image_train/000395.jpg,158
418,Track2Data/image_train/000398.jpg,152
415,Track2Data/image_train/000400.jpg,970
368,Track2Data/image_train/000402.jpg,1471
373,Track2Data/image_train/000403.jpg,883
339,Track2Data/image_train/000404.jpg,1631
250,Track2Data/image_train/000411.jpg,1041
391,Track2Data/image_train/000413.jpg,876
369,Track2Data/image_train/000414.jpg,9
333,Track2Data/image_train/000415.jpg,1563
468,Track2Data/image_train/000420.jpg,1203
404,Track2Data/image_train/000424.jpg,1829
398,Track2Data/image_train/000429.jpg,1536
244,Track2Data/image_train/000431.jpg,26
449,Track2Data/image_train/000433.jpg,337
459,Track2Data/image_train/000434.jpg,4
365,Track2Data/image_train/000435.jpg,1324
343,Track2Data/image_train/000438.jpg,974
349,Track2Data/image_train/000440.jpg,630
370,Track2Data/image_train/000442.jpg,490
349,Track2Data/image_train/000443.jpg,684
364,Track2Data/image_train/000446.jpg,704
291,Track2Data/image_train/000447.jpg,1494
343,Track2Data/image_train/000450.jpg,61
286,Track2Data/image_train/000452.jpg,27
346,Track2Data/image_train/000454.jpg,1242
340,Track2Data/image_train/000455.jpg,1104
387,Track2Data/image_train/000457.jpg,258
19,Track2Data/image_train/000459.jpg,31
369,Track2Data/image_train/000462.jpg,9
348,Track2Data/image_train/000466.jpg,202
374,Track2Data/image_train/000471.jpg,500
256,Track2Data/image_train/000472.jpg,1250
380,Track2Data/image_train/000477.jpg,313
279,Track2Data/image_train/000478.jpg,8
475,Track2Data/image_train/000479.jpg,511
407,Track2Data/image_train/000480.jpg,670
475,Track2Data/image_train/000482.jpg,1796
60,Track2Data/image_train/000485.jpg,1189
241,Track2Data/image_train/000488.jpg,1168
352,Track2Data/image_train/000491.jpg,941
43,Track2Data/image_train/000492.jpg,1748
322,Track2Data/image_train/000494.jpg,1421
363,Track2Data/image_train/000498.jpg,1312
338,Track2Data/image_train/000499.jpg,679
417,Track2Data/image_train/000508.jpg,1080
364,Track2Data/image_train/000509.jpg,1368
264,Track2Data/image_train/000512.jpg,456
332,Track2Data/image_train/000518.jpg,1728
402,Track2Data/image_train/000519.jpg,332
321,Track2Data/image_train/000521.jpg,1274
24,Track2Data/image_train/000523.jpg,1510
381,Track2Data/image_train/000524.jpg,168
32,Track2Data/image_train/000527.jpg,643
344,Track2Data/image_train/000529.jpg,791
352,Track2Data/image_train/000530.jpg,941
385,Track2Data/image_train/000533.jpg,1709
338,Track2Data/image_train/000534.jpg,914
12,Track2Data/image_train/000538.jpg,1343
398,Track2Data/image_train/000540.jpg,1261
430,Track2Data/image_train/000544.jpg,611
347,Track2Data/image_train/000545.jpg,546
340,Track2Data/image_train/000546.jpg,1092
339,Track2Data/image_train/000551.jpg,1631
471,Track2Data/image_train/000552.jpg,214
19,Track2Data/image_train/000554.jpg,31
405,Track2Data/image_train/000555.jpg,1486
373,Track2Data/image_train/000558.jpg,715
343,Track2Data/image_train/000562.jpg,1186
302,Track2Data/image_train/000565.jpg,1581
378,Track2Data/image_train/000566.jpg,1807
472,Track2Data/image_train/000570.jpg,767
364,Track2Data/image_train/000573.jpg,1245
379,Track2Data/image_train/000575.jpg,287
357,Track2Data/image_train/000578.jpg,819
344,Track2Data/image_train/000581.jpg,1290
412,Track2Data/image_train/000582.jpg,2
354,Track2Data/image_train/000587.jpg,1060
406,Track2Data/image_train/000591.jpg,1350
389,Track2Data/image_train/000602.jpg,540
401,Track2Data/image_train/000607.jpg,53
382,Track2Data/image_train/000608.jpg,900
476,Track2Data/image_train/000610.jpg,1123
253,Track2Data/image_train/000611.jpg,464
369,Track2Data/image_train/000620.jpg,867
8,Track2Data/image_train/000621.jpg,1012
423,Track2Data/image_train/000625.jpg,1367
375,Track2Data/image_train/000630.jpg,1086
389,Track2Data/image_train/000631.jpg,540
339,Track2Data/image_train/000636.jpg,1354
354,Track2Data/image_train/000639.jpg,1863
265,Track2Data/image_train/000641.jpg,1580
263,Track2Data/image_train/000645.jpg,303
279,Track2Data/image_train/000647.jpg,78
380,Track2Data/image_train/000648.jpg,313
