000001.jpg,-1,-1,[-1 -1 -1 -1]
000002.jpg,truck,0.8242682218551636,[ 10.270767  15.829346 284.7459   244.56152 ]
000003.jpg,-1,-1,[-1 -1 -1 -1]
000004.jpg,truck,0.7184057831764221,[ 32.529633  15.003906 404.06122  338.18005 ]
000005.jpg,truck,0.9742537140846252,[ 36.120335  29.554106 102.069916  75.05405 ]
000006.jpg,car,0.6356192827224731,[ 19.508064     0.92407227 176.97891    134.20746   ]
000007.jpg,car,0.9953279495239258,[ 33.978897  24.146973 405.63397  204.96907 ]
000008.jpg,car,0.8891021609306335,[ 22.445145  12.655823 406.0008   347.34174 ]
000009.jpg,car,0.8204061985015869,[ 35.429825  27.927742 306.71252  241.60599 ]
000010.jpg,-1,-1,[-1 -1 -1 -1]
000011.jpg,bus,0.9973049163818359,[ 23.09269  20.83696 194.2815  196.50157]
000012.jpg,car,0.6236118078231812,[  9.215145  15.788227 133.20522  110.648544]
000013.jpg,-1,-1,[-1 -1 -1 -1]
000014.jpg,truck,0.771048903465271,[ 20.51622   19.612022 407.86664  243.24326 ]
000015.jpg,car,0.8321297764778137,[ 38.98024   18.464462 308.89832  254.92278 ]
000016.jpg,truck,0.9736566543579102,[ 38.95008   20.889404 252.05048  174.74667 ]
000017.jpg,car,0.881804883480072,[  9.152695   6.891815 155.07784   93.058365]
000018.jpg,car,0.9960894584655762,[ 44.041412  15.154747 408.79037  151.50455 ]
000019.jpg,car,0.9799802303314209,[  7.1896973  18.640045  166.62492   109.50728  ]
000020.jpg,truck,0.9016416668891907,[  8.28698   14.801704 213.6716   148.2811  ]
000021.jpg,car,0.8955184817314148,[ 21.102661  13.205101 123.45804  107.167465]
000022.jpg,truck,0.8101402521133423,[ 21.953651  12.568771 124.246086  90.99802 ]
000023.jpg,truck,0.7959251999855042,[ 37.731094   8.912231 403.67737  328.7079  ]
000024.jpg,truck,0.9105326533317566,[ 13.991615  11.128628 157.68106  126.15675 ]
000025.jpg,truck,0.9880977272987366,[ 14.975914   9.328293 209.14139  183.3711  ]
000026.jpg,-1,-1,[-1 -1 -1 -1]
000027.jpg,truck,0.7825145125389099,[106.504166  40.531982 615.       312.3526  ]
000028.jpg,-1,-1,[-1 -1 -1 -1]
000029.jpg,car,0.9826676249504089,[  4.189102  15.543205 316.       145.77524 ]
000030.jpg,truck,0.8997591733932495,[ 31.866753  33.10459  208.18213  207.172   ]
000031.jpg,car,0.6116136908531189,[ 30.938248   9.685104 304.3894   199.32616 ]
000032.jpg,truck,0.9035548567771912,[ 12.477108  18.141422 137.69656  118.40216 ]
000033.jpg,-1,-1,[-1 -1 -1 -1]
000034.jpg,-1,-1,[-1 -1 -1 -1]
000035.jpg,truck,0.6657215356826782,[ 18.023018  17.478008 123.50173  102.14224 ]
000036.jpg,car,0.9235621690750122,[ 33.919075  12.622337 252.12433  195.92279 ]
000037.jpg,truck,0.7155557870864868,[ 17.735317  15.705971 109.1998    86.30076 ]
000038.jpg,car,0.7646575570106506,[ 18.81559   19.438992 159.49634  134.05421 ]
000039.jpg,car,0.9849199056625366,[ 29.41307  23.69151 383.62756 144.81638]
000040.jpg,car,0.9937731623649597,[ 37.567795  18.25056  336.7782   115.085266]
000041.jpg,-1,-1,[-1 -1 -1 -1]
000042.jpg,car,0.9880235195159912,[ 29.577438  18.317165 237.19841  122.45848 ]
000043.jpg,truck,0.9988598823547363,[  0.       28.81475 494.076   238.065  ]
000044.jpg,truck,0.9622501134872437,[ 24.242676  10.073814 226.60222  167.39844 ]
000045.jpg,truck,0.9694610834121704,[ 10.066765  13.572243 148.02802  121.35314 ]
000046.jpg,car,0.7740363478660583,[ 24.505188  20.248627 278.90985  256.8315  ]
000047.jpg,car,0.9871789216995239,[  9.846771  11.892334 967.9448   638.83185 ]
000048.jpg,car,0.9027093648910522,[ 19.158966    6.5763016 172.48695   144.23184  ]
000049.jpg,truck,0.9534330368041992,[  4.5010605   7.6136093 102.00361    91.921585 ]
000050.jpg,truck,0.7662255764007568,[ 20.310387   7.580307 175.5343   107.36635 ]
000051.jpg,truck,0.6646955013275146,[  6.067543  21.532784 173.16592  162.64432 ]
000052.jpg,car,0.6542841196060181,[ 17.71936  10.48848 171.13257 155.90933]
000053.jpg,bus,0.9250248074531555,[ 11.34404   14.005501 137.5928   111.10995 ]
000054.jpg,truck,0.7715365886688232,[  8.685654    2.9104004 143.54126   149.13652  ]
000055.jpg,car,0.7236442565917969,[ 10.402412  25.231659 145.24246  139.07237 ]
000056.jpg,car,0.9577105641365051,[ 18.240234  22.019714 447.8738   332.90234 ]
000057.jpg,car,0.9523657560348511,[ 14.852318  13.219692 139.09256   99.08931 ]
000058.jpg,car,0.7565237283706665,[  5.8818436   3.7810516 226.08926   180.       ]
000059.jpg,truck,0.7945845723152161,[ 12.760971    3.3098297 145.90724   131.99962  ]
000060.jpg,-1,-1,[-1 -1 -1 -1]
000061.jpg,-1,-1,[-1 -1 -1 -1]
000062.jpg,truck,0.9615527391433716,[ 15.166336  26.813171 406.13782  311.79407 ]
000063.jpg,car,0.9970821738243103,[ 96.35634    6.463417 514.86774  144.06854 ]
000064.jpg,car,0.8913507461547852,[  8.550087  20.84396  158.2709   127.597015]
000065.jpg,car,0.9751470685005188,[ 45.732086  33.274734 510.36984  293.2657  ]
000066.jpg,car,0.8407518863677979,[ 18.947227  15.137672 263.98923  247.8429  ]
000067.jpg,truck,0.9303455948829651,[ 12.377937   7.16119  158.5885   125.60347 ]
000068.jpg,-1,-1,[-1 -1 -1 -1]
000069.jpg,car,0.9896109104156494,[ 34.042084  32.677902 385.67206  230.41805 ]
000070.jpg,truck,0.7564572095870972,[ 18.939217  20.875923 220.65857  199.88376 ]
000071.jpg,-1,-1,[-1 -1 -1 -1]
000072.jpg,truck,0.9201599955558777,[  7.6513824  13.559513  165.56357   139.3241   ]
000073.jpg,truck,0.8946875333786011,[ 25.7453   17.14952 291.92505 223.48676]
000074.jpg,truck,0.9594134092330933,[  9.254211  27.13588  640.       355.74786 ]
000075.jpg,truck,0.9610490798950195,[ 40.518353  20.003761 148.88531   62.542686]
000076.jpg,truck,0.7620666027069092,[ 20.7723    12.914291 266.       158.29916 ]
000077.jpg,truck,0.9426112771034241,[ 14.346443  22.049469 185.13309  155.99292 ]
000078.jpg,car,0.8587362766265869,[ 21.05436   10.063408 176.66403  182.44998 ]
000079.jpg,truck,0.9139524102210999,[ 11.303566  16.921432 131.65875   99.69426 ]
000080.jpg,car,0.9148167371749878,[ 21.209686  32.781456 346.66327  287.52994 ]
000081.jpg,truck,0.9528777599334717,[ 14.676849  11.133896 195.78712  208.87312 ]
000082.jpg,car,0.9860947132110596,[ 38.08986     7.6277466 535.4182    209.90114  ]
000083.jpg,car,0.9783375859260559,[ 17.991394  20.244171 467.69073  277.91934 ]
000084.jpg,bus,0.7231859564781189,[  92.67053    44.881012 1436.8862    953.2009  ]
000085.jpg,car,0.7279987335205078,[  7.3826294  13.853668  373.11807   279.81577  ]
000086.jpg,truck,0.9059252738952637,[ 10.7267685  11.545975  204.35141   195.46413  ]
000087.jpg,truck,0.6852945685386658,[100.32107     4.2855644 141.         62.58717  ]
000088.jpg,car,0.9326794147491455,[ 46.263855  13.187622 480.99213  371.4433  ]
000089.jpg,car,0.8604463934898376,[  7.0541534  15.226311  155.7767    136.33176  ]
000090.jpg,truck,0.881489098072052,[ 15.012764  16.033401 231.87405  173.99287 ]
000091.jpg,truck,0.9185587167739868,[ 26.09594   22.149988 109.43069   60.21318 ]
000092.jpg,car,0.943782389163971,[ 25.653046  18.446007 169.11908   90.751686]
000093.jpg,car,0.7381705641746521,[ 21.648834    5.0379333 248.98184   177.37048  ]
000094.jpg,car,0.9033464789390564,[ 17.634155  26.959053 331.84262  239.52237 ]
000095.jpg,truck,0.8986440896987915,[ 15.616592    7.4820633 246.59206   162.74979  ]
000096.jpg,truck,0.95589679479599,[  8.34684   21.481121 144.67609  111.47386 ]
000097.jpg,car,0.9858270883560181,[  5.139847  23.842072 312.54443  124.26552 ]
000098.jpg,truck,0.8994579911231995,[ 27.776154   9.400024 392.723    330.44983 ]
000099.jpg,car,0.8754203915596008,[ 22.739777  21.944862 276.1957   211.57462 ]
000100.jpg,car,0.8757721185684204,[ 17.382645  16.504112 152.7732   104.81268 ]
000101.jpg,car,0.6747552156448364,[ 15.074112  15.879253 146.38924   83.229095]
000102.jpg,car,0.8340381979942322,[ 11.558479  11.666138 140.85461  120.64365 ]
000103.jpg,truck,0.9726012349128723,[ 17.040985    7.3586884 212.85612   185.44824  ]
000104.jpg,car,0.9777368903160095,[ 51.15703  33.36653 415.2008  246.57304]
000105.jpg,-1,-1,[-1 -1 -1 -1]
000106.jpg,truck,0.8579028248786926,[ 12.703552  20.3685   227.65506  214.11594 ]
000107.jpg,truck,0.7315917611122131,[ 24.640274  20.214005 209.49777  195.8836  ]
000108.jpg,truck,0.9780450463294983,[ 33.39012   23.827087 205.14508  152.66615 ]
000109.jpg,truck,0.9134781956672668,[  6.1479263  16.183922  202.54007   183.39078  ]
000110.jpg,car,0.8840861320495605,[ 13.992577  16.327953 168.6666   112.1525  ]
000111.jpg,car,0.9626367092132568,[ 26.994446  10.576614 629.3731   414.52472 ]
000112.jpg,-1,-1,[-1 -1 -1 -1]
000113.jpg,car,0.9445810317993164,[ 33.35228   15.488129 396.       175.32343 ]
000114.jpg,car,0.910932183265686,[ 13.336098  20.194641 101.52827   88.42539 ]
000115.jpg,car,0.7734832167625427,[ 24.549194  17.26921  409.67725  344.7716  ]
000116.jpg,-1,-1,[-1 -1 -1 -1]
000117.jpg,car,0.9963831901550293,[ 43.497833  11.302628 328.7374   151.85449 ]
000118.jpg,car,0.9163579940795898,[ 15.828125  11.094101 176.97884  149.60593 ]
000119.jpg,car,0.9110050201416016,[ 23.866287  17.05146  304.2791   221.69559 ]
000120.jpg,car,0.9912278652191162,[ 25.700378  10.956024 546.10034  272.07706 ]
000121.jpg,truck,0.9597198367118835,[ 22.762085  26.807175 247.10727  170.88667 ]
000122.jpg,-1,-1,[-1 -1 -1 -1]
000123.jpg,car,0.7188926339149475,[ 21.998505  15.010452 267.90314  173.3755  ]
000124.jpg,car,0.8350909352302551,[ 10.5651245  27.913315  475.0596    424.84198  ]
000125.jpg,truck,0.9590139389038086,[ 12.881409   8.447762 270.38168  249.41058 ]
000126.jpg,car,0.9844553470611572,[  7.192566  12.057846 543.1892   266.3216  ]
000127.jpg,truck,0.6350361108779907,[16.448334 12.733946 86.67478  74.56525 ]
000128.jpg,truck,0.8290950655937195,[ 28.50122   13.445618 323.53867  248.1076  ]
000129.jpg,truck,0.9216800928115845,[  4.486046  13.952652 181.59024  157.5592  ]
